JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	2
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	2
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	2
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	2
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	2
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	6
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	1
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	0
JSAD01000006.1	CEN1	4
JSAD01000006.1	CEN1	0
