Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	9
Chr1	CEN1	6
Chr1	CEN1	0
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	1
Chr1	CEN1	191383
Chr1	CEN1	97935
Chr1	CEN1	61136
Chr1	CEN1	5
Chr1	CEN1	3
Chr1	CEN1	5
Chr1	CEN1	5
Chr1	CEN1	5
Chr1	CEN1	5
Chr1	CEN1	8
Chr1	CEN1	86807
Chr1	CEN1	5
Chr1	CEN1	61835
Chr1	CEN1	10
Chr1	CEN1	8
Chr1	CEN1	278
Chr1	CEN1	7
Chr1	CEN1	16
Chr1	CEN1	188
Chr1	CEN1	7
Chr1	CEN1	10037
Chr1	CEN1	10
Chr1	CEN1	7
Chr1	CEN1	8
Chr1	CEN1	12
Chr1	CEN1	8
Chr1	CEN1	2
Chr1	CEN1	4
Chr1	CEN1	10
Chr1	CEN1	12
Chr1	CEN1	8
Chr1	CEN1	16
Chr1	CEN1	8
Chr1	CEN1	88664
Chr1	CEN1	5
Chr1	CEN1	5
Chr1	CEN1	2
Chr1	CEN1	56593
Chr2	CEN1	9
Chr2	CEN1	10723
Chr2	CEN1	2
Chr2	CEN1	8
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	2
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	2
Chr2	CEN1	8
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	2
Chr2	CEN1	2
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	2
Chr2	CEN1	1
Chr2	CEN1	7
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	2
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	180
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
Chr2	CEN1	1
